종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"098120","마이크로컨텍솔","KOSDAQ","벤처기업부","4855","-5","-0.10","4730","4900","4730","30218","145624780","40358478930","8312766"
"147760","마이크로프랜드","KOSDAQ","벤처기업부","3775","25","0.67","3675","3775","3675","5836","21755295","40844994150","10819866"
"377480","마인즈랩","KOSDAQ","기술성장기업부","12100","-450","-3.59","12200","12400","11750","49229","590919600","73558416800","6079208"
"038290","마크로젠","KOSDAQ","우량기업부","18700","-50","-0.27","18550","18800","18250","17707","328284800","202734180000","10841400"
"001080","만호제강","KOSPI",,"25000","50","0.20","24000","25450","23750","9521","234018950","103750000000","4150000"
"267980","매일유업","KOSDAQ","우량기업부","51500","-1400","-2.65","52900","53100","50900","14397","742978900","403947357000","7843638"
"005990","매일홀딩스","KOSDAQ","우량기업부","7930","-160","-1.98","8010","8040","7750","2076","16370060","108786150720","13718304"
"093520","매커스","KOSDAQ","우량기업부","6200","20","0.32","6090","6200","6010","47884","291736480","100211170400","16163092"
"377030","맥스트","KOSDAQ","기술성장기업부","12350","150","1.23","11900","12700","11900","211850","2622381550","241700392700","19570882"
"088980","맥쿼리인프라","KOSPI",,"11750","150","1.29","11550","11800","11500","614690","7173482500","4756935177250","404845547"
"094800","맵스리얼티1","KOSPI",,"4180","15","0.36","4325","4330","4135","31446","131023535","388047503580","92834331"
"100590","머큐리","KOSDAQ","우량기업부","5540","60","1.09","5340","5570","5330","94776","517822930","83547737260","15080819"
"067280","멀티캠퍼스","KOSDAQ","우량기업부","32800","-750","-2.24","32500","33250","31900","5543","180960200","194398351200","5926779"
"072870","메가스터디","KOSDAQ","벤처기업부","11200","100","0.90","10950","11200","10850","9109","100273500","133514740800","11920959"
"215200","메가스터디교육","KOSDAQ","우량기업부","71700","-1600","-2.18","73000","74100","71100","95858","6879668300","850496796000","11861880"
"133750","메가엠디","KOSDAQ","우량기업부","2740","-30","-1.08","2685","2820","2685","155781","425545815","64135390980","23407077"
"235980","메드팩토","KOSDAQ","기술성장기업부","23750","-500","-2.06","24200","24300","23300","60330","1433106050","500654631250","21080195"
"200580","메디쎄이","KONEX","일반기업부","15100","200","1.34","14950","15100","14250","4701","69676750","56263792900","3726079"
"041920","메디아나","KOSDAQ","우량기업부","3940","0","0.00","3835","4015","3835","73825","289918735","63040000000","16000000"
"233250","메디안디노스틱","KONEX","일반기업부","32850","400","1.23","32850","32850","32850","1","32850","57373641900","1746534"
"014100","메디앙스","KOSDAQ","중견기업부","3125","-20","-0.64","3145","3150","3045","29860","92763320","36875000000","11800000"
"236340","메디젠휴먼케어","KONEX","일반기업부","7300","-40","-0.54","7380","7380","7290","95","693810","22006923100","3014647"
"054180","메디콕스","KOSDAQ","중견기업부","10650","1840","20.89","8840","10900","8840","1206974","12347795320","128925289650","12105661"
"086900","메디톡스","KOSDAQ","우량기업부","108800","-1600","-1.45","108900","110700","106900","23888","2591845300","713300742400","6556073"
"078160","메디포스트","KOSDAQ","벤처기업부","14550","0","0.00","14150","14550","14000","51815","742428850","236644022700","16264194"
"065650","메디프론","KOSDAQ","중견기업부","1415","135","10.55","1230","1620","1200","9958615","14821197710","61716581985","43615959"
"138040","메리츠금융지주","KOSPI",,"20850","0","0.00","20850","21350","20050","260308","5398268350","2659872488700","127571822"
"008560","메리츠증권","KOSPI",,"3675","-60","-1.61","3765","3770","3610","1704969","6288395180","2350936377825","639710579"
"000060","메리츠화재","KOSPI",,"29500","-850","-2.80","30700","30800","29350","167463","4986124600","3356598500000","113783000"
"021880","메이슨캐피탈","KOSDAQ","중견기업부","375","-37","-8.98","397","400","373","3472650","1333758165","57069153000","152184408"
"140410","메지온","KOSDAQ","중견기업부","13750","-300","-2.14","13650","14050","13500","127501","1752904000","367702747500","26742018"
"241770","메카로","KOSDAQ","우량기업부","9890","0","0.00","9720","10100","9720","7627","75173500","100805209600","10192640"
"090370","메타랩스","KOSPI",,"617","3","0.49","600","619","600","211775","128538522","76830967416","124523448"
"059210","메타바이오메드","KOSDAQ","벤처기업부","2195","-10","-0.45","2110","2205","2105","111458","241318365","52377860445","23862351"
"058110","멕아이씨에스","KOSDAQ","기술성장기업부","3945","50","1.28","3830","3975","3830","67387","264142745","63319340850","16050530"
"096640","멜파스","KOSDAQ","관리종목(소속부없음)","1495","0","0.00","0","0","0","0","0","56729621325","37946235"
"017180","명문제약","KOSPI",,"2520","-40","-1.56","2455","2575","2410","76670","190874870","85562704080","33953454"
"257370","명성티엔에스","KOSDAQ","투자주의환기종목(소속부없음)","9210","0","0.00","0","0","0","0","0","71157896760","7726156"
"009900","명신산업","KOSPI",,"17350","-550","-3.07","17500","17650","16600","589174","10180623000","910356807550","52470133"
"267060","명진홀딩스","KONEX","일반기업부","181","0","0.00","0","0","0","0","0","1654666524","9141804"
"012690","모나리자","KOSPI",,"2835","15","0.53","2755","3030","2740","373522","1066757380","103679507925","36571255"
"005360","모나미","KOSPI",,"3100","115","3.85","2930","3610","2870","1739632","5841520705","58581651700","18897307"
"080420","모다이노칩","KOSDAQ","우량기업부","3090","-10","-0.32","3035","3115","2960","358408","1091847405","246339811980","79721622"
"080160","모두투어","KOSDAQ","중견기업부","17550","50","0.29","17200","17950","17150","76286","1335394600","331695000000","18900000"
"204210","모두투어리츠","KOSPI",,"4555","0","0.00","4595","4745","4505","12514","58009330","35651142325","7826815"
"100030","모바일리더","KOSDAQ","중견기업부","21800","-250","-1.13","21550","21900","20950","7449","160745350","71584965200","3283714"
"087260","모바일어플라이언스","KOSDAQ","벤처기업부","3590","-65","-1.78","3600","3635","3530","1367856","4896827305","116864770990","32552861"
"101330","모베이스","KOSDAQ","중견기업부","2575","0","0.00","2555","2575","2490","34122","86521365","61692334100","23958188"
"012860","모베이스전자","KOSDAQ","중견기업부","1200","-15","-1.23","1200","1225","1160","179837","214409580","86394080400","71995067"
"363260","모비데이즈","KOSDAQ","벤처기업부","890","-30","-3.26","889","930","861","264467","237536742","142416773830","160018847"
"348030","모비릭스","KOSDAQ","중견기업부","10950","-50","-0.45","10800","11250","10650","34137","374319450","105161610000","9603800"
"250060","모비스","KOSDAQ","기술성장기업부","1700","0","0.00","1620","1710","1610","165281","272696235","54691233800","32171314"
"288980","모아데이타","KOSDAQ","기술성장기업부","1580","-20","-1.25","1570","1605","1535","389103","612099030","51247666560","32435232"
"033200","모아텍","KOSDAQ","중견기업부","6020","40","0.67","5980","6110","5800","29926","178025990","86273733700","14331185"
"009680","모토닉","KOSPI",,"7730","-240","-3.01","7760","7790","7620","13392","103552130","255090000000","33000000"
"118990","모트렉스","KOSDAQ","중견기업부","13400","-400","-2.90","13600","13900","13100","2578297","35025129400","328239700000","24495500"
"006920","모헨즈","KOSDAQ","중견기업부","3725","200","5.67","3525","3730","3525","37067","134350775","40677000000","10920000"
"009580","무림P&P","KOSPI",,"4405","-115","-2.54","4430","4570","4390","398330","1777559330","274732467220","62368324"
"001810","무림SP","KOSDAQ","중견기업부","2270","15","0.67","2230","2310","2210","48422","108978045","50252125000","22137500"
"009200","무림페이퍼","KOSPI",,"2120","20","0.95","2040","2140","2035","85471","178292240","88211737200","41609310"
"135160","무송지오씨","KONEX","일반기업부","2690","200","8.03","2400","2690","2400","7263","18180400","25760335770","9576333"
"322970","무진메디","KONEX","일반기업부","4590","70","1.55","4660","4660","4580","1425","6538130","34390542870","7492493"
"033920","무학","KOSPI",,"5210","-10","-0.19","5220","5290","5030","82201","422987300","148485000000","28500000"
"008420","문배철강","KOSPI",,"4175","205","5.16","4220","4355","3970","5688931","23941472850","85602133375","20503505"
"279600","미디어젠","KOSDAQ","기술성장기업부","12850","100","0.78","12550","13550","12150","126137","1625194250","60199435850","4684781"
"095500","미래나노텍","KOSDAQ","우량기업부","12250","-1550","-11.23","13450","14200","12050","7421581","95919656750","379872487750","31009999"
"025560","미래산업","KOSPI",,"8300","-30","-0.36","8320","8390","8120","18605","153467510","36951658100","4452007"
"218150","미래생명자원","KOSDAQ","벤처기업부","5240","-150","-2.78","5520","5620","5240","648122","3494496790","104254222560","19895844"
"007120","미래아이앤지","KOSPI",,"293","67","29.65","293","293","293","2627897","769973821","40849451732","139417924"
"396690","미래에셋글로벌리츠","KOSPI",,"4490","-30","-0.66","4475","4510","4465","18343","82305050","130479400000","29060000"
"353490","미래에셋대우스팩 5호","KOSDAQ","SPAC(소속부없음)","2155","0","0.00","2155","2155","2110","14062","29935560","10904300000","5060000"
"357250","미래에셋맵스리츠","KOSPI",,"3815","-5","-0.13","3805","3820","3780","30201","114752310","76681500000","20100000"
"100790","미래에셋벤처투자","KOSDAQ","우량기업부","4455","-140","-3.05","4505","4585","4300","127602","570359660","215980008255","48480361"
"412930","미래에셋비전스팩1호","KOSDAQ","SPAC(소속부없음)","2135","-5","-0.23","2140","2145","2120","12330","26200750","13185760000","6176000"
"085620","미래에셋생명","KOSPI",,"2645","-30","-1.12","2660","2665","2625","63099","167206410","468207819905","177016189"
"006800","미래에셋증권","KOSPI",,"5980","-110","-1.81","6080","6130","5970","1042460","6285443750","3679592119840","615316408"
"00680K","미래에셋증권2우B","KOSPI",,"3655","-25","-0.68","3660","3685","3650","63273","231510670","511700000000","140000000"
"006805","미래에셋증권우","KOSPI",,"4085","-30","-0.73","4110","4130","4050","11235","45972220","57499438750","14075750"
"208890","미래엔에듀파트너","KONEX","일반기업부","1200","0","0.00","0","0","0","0","0","3780984000","3150820"
"049950","미래컴퍼니","KOSDAQ","벤처기업부","20700","-500","-2.36","20850","21500","20600","103905","2174044450","177747174000","8586820"
"207760","미스터블루","KOSDAQ","중견기업부","4020","55","1.39","3870","4025","3855","63011","247790665","100030886100","24883305"
"002840","미원상사","KOSPI",,"167000","-3500","-2.05","170500","170500","167000","1739","294889000","829990000000","4970000"
"268280","미원에스씨","KOSPI",,"182000","0","0.00","182000","182000","180000","505","90978500","928200000000","5100000"
"107590","미원홀딩스","KOSPI",,"129000","-500","-0.39","130500","130500","128000","134","17292500","299280000000","2320000"
"134380","미원화학","KOSPI",,"61500","-400","-0.65","61500","61700","61300","282","17350300","135254982000","2199268"
"003650","미창석유","KOSPI",,"73900","0","0.00","73000","74500","72300","223","16341000","128561760800","1739672"
"059090","미코","KOSDAQ","우량기업부","6070","-40","-0.65","5990","6180","5920","129104","783187020","202839842460","33416778"
"214610","미코바이오메드","KOSDAQ","기술성장기업부","6220","20","0.32","6090","6320","6010","153383","947518530","113876388220","18308101"
"201490","미투온","KOSDAQ","중견기업부","4415","5","0.11","4325","4490","4300","363398","1601376960","138003054550","31257770"
"950190","미투젠","KOSDAQ","외국기업(소속부없음)","14250","150","1.06","13850","14400","13800","18614","261440200","193513461000","13579892"
"155900","바다로19호","KOSPI",,"3285","5","0.15","3245","3285","3245","21670","70933920","49932013140","15200004"
"206640","바디텍메드","KOSDAQ","우량기업부","8740","40","0.46","8420","9340","8420","122679","1077690540","205272534400","23486560"
"018700","바른손","KOSDAQ","중견기업부","2305","30","1.32","2195","2555","2180","633500","1483071430","80951039885","35119757"
"035620","바른손이앤에이","KOSDAQ","중견기업부","840","-10","-1.18","830","884","810","392716","331878767","62529327000","74439675"
"064520","바른전자","KOSDAQ","투자주의환기종목(소속부없음)","6050","470","8.42","5550","6100","5500","73558","425215570","52371661650","8656473"
"354390","바스칸바이오제약","KONEX","일반기업부","5640","180","3.30","5890","5890","5200","106","565290","39582913080","7018247"
"053030","바이넥스","KOSDAQ","우량기업부","11700","200","1.74","11400","11950","11350","178535","2083995900","371604261600","31761048"
"301300","바이브컴퍼니","KOSDAQ","기술성장기업부","21050","-950","-4.32","21150","21800","20900","11420","240915050","117462789000","5580180"
"064550","바이오니아","KOSDAQ","우량기업부","24800","250","1.02","24250","25500","24100","417195","10384967450","640095216800","25810291"
"314930","바이오다인","KOSDAQ","기술성장기업부","22750","-100","-0.44","22500","23450","22050","2701","60850350","140326436250","6168195"
"208710","바이오로그디바이스","KOSDAQ","벤처기업부","950","-24","-2.46","942","963","927","280824","264946012","40141734150","42254457"
"086820","바이오솔루션","KOSDAQ","기술성장기업부","12100","550","4.76","11350","12250","11250","30530","360824350","98535454600","8143426"
"038460","바이오스마트","KOSDAQ","우량기업부","3100","-15","-0.48","3080","3170","3035","59976","186082520","62272180000","20087800"
"281310","바이오시네틱스","KONEX","일반기업부","7600","0","0.00","0","0","0","0","0","20146764000","2650890"
"251120","바이오에프디엔씨","KOSDAQ","기술성장기업부","15550","0","0.00","15050","15600","15000","33350","508182700","135218135000","8695700"
"266470","바이오인프라생명과학","KONEX","일반기업부","1500","-20","-1.32","1745","1745","1405","1782","2649190","21160270500","14106847"
"086040","바이오톡스텍","KOSDAQ","벤처기업부","6880","-60","-0.86","6910","7110","6810","253145","1758606160","100909806240","14667123"
"199290","바이오프로테크","KONEX","일반기업부","930","20","2.20","910","930","910","4994","4594420","13452820140","14465398"
"099430","바이오플러스","KOSDAQ","벤처기업부","27950","100","0.36","27550","28550","27150","157337","4401884250","404791912200","14482716"
"032980","바이온","KOSDAQ","중견기업부","920","0","0.00","919","925","896","76410","69873106","31550277600","34293780"
"222160","바이옵트로","KOSDAQ","기술성장기업부","4400","-210","-4.56","4465","4535","4320","113673","498951980","35833010400","8143866"
"308080","바이젠셀","KOSDAQ","기술성장기업부","6750","-10","-0.15","6610","6910","6520","67016","451912120","128290905000","19006060"
"043150","바텍","KOSDAQ","우량기업부","29800","300","1.02","29000","30300","29000","15908","473105150","442656828800","14854256"
"323990","박셀바이오","KOSDAQ","기술성장기업부","40300","-100","-0.25","39650","40850","39300","293609","11806859100","613486900000","15223000"
"003610","방림","KOSPI",,"4540","-75","-1.63","4550","4665","4390","372401","1679379350","192105968600","42314090"
"267790","배럴","KOSDAQ","중견기업부","5750","20","0.35","5500","5850","5480","13152","74002480","45341625000","7885500"
"001340","백광산업","KOSPI",,"4015","-10","-0.25","3960","4080","3925","292171","1169916995","180347404105","44918407"
"046310","백금T&A","KOSDAQ","중견기업부","2300","20","0.88","2255","2300","2200","51748","116193980","37762874300","16418641"
"035150","백산","KOSPI",,"9040","-770","-7.85","9610","9780","8980","738928","6871567880","219988400000","24335000"
"066410","버킷스튜디오","KOSDAQ","중견기업부","1680","20","1.20","1645","1695","1580","1711773","2843357865","130240400640","77524048"
"002410","범양건영","KOSPI",,"3130","-15","-0.48","3070","3190","3050","248065","772045935","77724103660","24831982"
"382900","범한퓨얼셀","KOSDAQ","벤처기업부","25600","0","0.00","25000","26050","25000","132076","3358882050","224281600000","8761000"
"206400","베노홀딩스","KOSDAQ","벤처기업부","2845","370","14.95","2375","3010","2375","1176646","3255239115","82032761295","28834011"
"019010","베뉴지","KOSDAQ","중견기업부","2005","0","0.00","1925","2005","1925","80840","158536720","96641000000","48200000"
"322190","베른","KONEX","일반기업부","400","0","0.00","400","400","400","12","4800","3570078800","8925197"
"177350","베셀","KOSDAQ","중견기업부","5050","130","2.64","4800","5050","4715","180657","886183450","62588659700","12393794"
"299910","베스파","KOSDAQ","관리종목(소속부없음)","3165","0","0.00","0","0","0","0","0","25974889140","8206916"
"096300","베트남개발1","KOSPI",,"235","43","22.40","206","249","167","509302504","110775003346","32354849585","137680211"
"007210","벽산","KOSPI",,"2000","60","3.09","1910","2085","1880","1076021","2143279445","137120000000","68560000"
"225530","보광산업","KOSDAQ","우량기업부","5270","-20","-0.38","5160","5350","5100","74650","391545470","191505091290","36338727"
"250000","보라티알","KOSDAQ","중견기업부","10450","200","1.95","10050","10500","10050","64977","666006850","70545159850","6750733"
"002760","보락","KOSPI",,"1400","0","0.00","1370","1425","1360","134020","185816665","83860000000","59900000"
"003850","보령","KOSPI",,"10400","-50","-0.48","10350","10750","10150","777198","8073587150","714376000000","68690000"
"310210","보로노이","KOSDAQ","기술성장기업부","24700","100","0.41","23800","25500","23300","184555","4499926150","312352964300","12645869"
"006910","보성파워텍","KOSDAQ","중견기업부","4270","10","0.23","4160","4335","4155","1037773","4411470960","209784348480","49129824"
"000890","보해양조","KOSPI",,"625","-11","-1.73","610","635","610","596419","367930698","86950080625","139120129"
"226340","본느","KOSDAQ","중견기업부","1430","-50","-3.38","1475","1480","1380","165774","235521645","43900422280","30699596"
"206950","볼빅","KONEX","일반기업부","3205","0","0.00","0","0","0","0","0","16923752510","5280422"
"003000","부광약품","KOSPI",,"7460","250","3.47","7070","7480","7040","276610","2027364060","530130345540","71063049"
"001270","부국증권","KOSPI",,"20700","-200","-0.96","21100","21150","20650","1275","26475300","214656640200","10369886"
"001275","부국증권우","KOSPI",,"19000","-150","-0.78","19100","19100","18800","238","4479850","57000000000","3000000"
"026940","부국철강","KOSPI",,"3210","-30","-0.93","3270","3370","3155","445675","1447842055","64200000000","20000000"
"014470","부방","KOSDAQ","중견기업부","1690","5","0.30","1630","1695","1625","125370","208417905","101488319400","60052260"
"011390","부산산업","KOSPI",,"67800","-100","-0.15","65800","68500","65200","2675","178744800","71596800000","1056000"
"005030","부산주공","KOSPI",,"689","-24","-3.37","695","716","685","680805","474483463","47172180367","68464703"
"008470","부스타","KOSDAQ","우량기업부","5180","70","1.37","5050","5200","4990","29239","149671865","43536864000","8404800"
"338220","뷰노","KOSDAQ","기술성장기업부","5460","-30","-0.55","5500","5580","5370","37714","206061060","62132921760","11379656"
"100120","뷰웍스","KOSDAQ","우량기업부","34300","100","0.29","34150","34700","33650","12969","442960100","343063969500","10001865"
"337930","브랜드엑스코퍼레이션","KOSDAQ","우량기업부","5460","0","0.00","5230","5460","5220","70474","377399480","161465391360","29572416"
"099390","브레인즈컴퍼니","KOSDAQ","벤처기업부","6250","20","0.32","5970","6320","5950","32876","202228800","51301768750","8208283"
"064480","브리지텍","KOSDAQ","벤처기업부","4030","-40","-0.98","4020","4080","3960","36349","145703910","48168575000","11952500"
"288330","브릿지바이오테라퓨틱스","KOSDAQ","기술성장기업부","8860","60","0.68","8800","8980","8600","14226","124148250","176282325500","19896425"
"365900","브이씨","KOSDAQ","벤처기업부","7460","-50","-0.67","7310","7510","7250","17664","130250530","54534838000","7310300"
"251630","브이원텍","KOSDAQ","벤처기업부","6430","-80","-1.23","6380","6510","6250","46546","297143990","97450379400","15155580"
"018290","브이티지엠피","KOSDAQ","우량기업부","4925","80","1.65","4755","4980","4755","111930","544148120","169833173025","34483893"
"044480","블루베리 NFT","KOSDAQ","중견기업부","1285","-15","-1.15","1285","1310","1260","80713","103842725","41562015585","32343981"
"033560","블루콤","KOSDAQ","벤처기업부","5930","-250","-4.05","6180","6180","5640","138228","811964760","101403000000","17100000"
"191600","블루탑","KONEX","일반기업부","12000","1000","9.09","12000","12000","12000","1","12000","34200000000","2850000"
"369370","블리츠웨이","KOSDAQ","벤처기업부","2210","-40","-1.78","2225","2290","2130","44912","97746360","92729871780","41959218"
"126340","비나텍","KOSDAQ","벤처기업부","42650","650","1.55","41300","43150","41000","39542","1671587450","233221374300","5468262"
"121800","비덴트","KOSDAQ","벤처기업부","5820","30","0.52","5700","5900","5650","1070841","6202178240","320623008480","55089864"
"148140","비디아이","KOSDAQ","관리종목(소속부없음)","640","0","0.00","0","0","0","0","0","27653546880","43208667"
"082800","비보존 헬스케어","KOSDAQ","관리종목(소속부없음)","552","7","1.28","541","577","534","493382","271082999","129191530104","234042627"
"318410","비비씨","KOSDAQ","중견기업부","9130","340","3.87","8690","9730","8480","75294","682626300","50719368590","5555243"
"002070","비비안","KOSPI",,"1310","-15","-1.13","1310","1335","1255","96481","125679065","39030126900","29793990"
"100220","비상교육","KOSPI",,"5980","90","1.53","5730","6000","5650","52260","302532810","77720511180","12996741"
"146320","비씨엔씨","KOSDAQ","벤처기업부","14700","-550","-3.61","14850","15100","14500","54088","799811000","181808468100","12367923"
"200780","비씨월드제약","KOSDAQ","벤처기업부","6900","70","1.02","6580","6970","6570","12434","84064090","61357449600","8892384"
"141000","비아트론","KOSDAQ","우량기업부","8300","0","0.00","8250","8300","8130","30400","249882880","100552093000","12114710"
"090460","비에이치","KOSDAQ","우량기업부","25700","-1200","-4.46","25850","26300","24900","899445","23133496850","885734540300","34464379"
"083650","비에이치아이","KOSDAQ","중견기업부","6670","-250","-3.61","6800","6950","6410","822676","5466624080","173420000000","26000000"
"215050","비엔디생활건강","KONEX","일반기업부","912","0","0.00","0","0","0","0","0","1934959392","2121666"
"142760","비엘","KOSDAQ","기술성장기업부","4820","0","0.00","4650","5300","4550","666451","3339863160","151582237540","31448597"
"065170","비엘팜텍","KOSDAQ","중견기업부","814","7","0.87","795","828","775","350137","283648872","72422035026","88970559"
"086220","비엘헬스케어","KONEX","일반기업부","2280","-15","-0.65","0","0","0","0","0","24108412200","10573865"
"086670","비엠티","KOSDAQ","우량기업부","13600","350","2.64","13000","14050","12950","165332","2228975750","116842604800","8591368"
"335890","비올","KOSDAQ","벤처기업부","1700","-35","-2.02","1700","1750","1635","413987","698237960","98826684800","58133344"
"138580","비즈니스온","KOSDAQ","벤처기업부","7070","-90","-1.26","7100","7170","6890","31740","222907140","159472072410","22556163"
"082920","비츠로셀","KOSDAQ","우량기업부","10950","50","0.46","10700","11050","10500","50319","541651600","235853714400","21539152"
"054220","비츠로시스","KOSDAQ","벤처기업부","1450","-15","-1.02","1460","1465","1395","183858","261648910","36486180350","25162883"
"042370","비츠로테크","KOSDAQ","우량기업부","5360","0","0.00","5200","5360","5160","45019","235924500","140432134000","26200025"
"030790","비케이탑스","KOSPI",,"904","0","0.00","0","0","0","0","0","19208323080","21248145"
"050090","비케이홀딩스","KOSDAQ","중견기업부","448","-7","-1.54","450","450","432","193765","85782536","35454246016","79138942"
"307870","비투엔","KOSDAQ","벤처기업부","2340","85","3.77","2230","2460","2190","2189920","5130893810","71840808000","30701200"
"357880","비트나인","KOSDAQ","기술성장기업부","6880","-210","-2.96","7030","7170","6790","169302","1177328750","71235217280","10353956"
"032850","비트컴퓨터","KOSDAQ","벤처기업부","5040","0","0.00","4940","5110","4885","57934","289319955","83781396720","16623293"
"148780","비플라이소프트","KOSDAQ","기술성장기업부","972","-16","-1.62","954","999","939","350896","341829902","30565244700","31445725"
"238200","비피도","KOSDAQ","기술성장기업부","6290","60","0.96","6180","6290","5990","27967","171095140","51452200000","8180000"
"093190","빅솔론","KOSDAQ","우량기업부","8570","0","0.00","8480","8660","8220","157680","1330818390","164877415850","19238905"
"065450","빅텍","KOSDAQ","우량기업부","5140","-150","-2.84","5170","5290","5050","793831","4103580010","147275392000","28652800"
"210120","빅텐츠","KONEX","일반기업부","16600","200","1.22","14100","16600","13950","2375","34478750","44039800000","2653000"
"005180","빙그레","KOSPI",,"39450","-50","-0.13","38450","39500","38450","7225","283261450","388631457450","9851241"
"072950","빛샘전자","KOSDAQ","벤처기업부","6090","20","0.33","5880","6100","5880","4928","29752770","37945931310","6230859"
"266170","뿌리깊은나무들","KONEX","일반기업부","887","9","1.03","887","887","880","5","4428","5165032932","5823036"
"143240","사람인에이치알","KOSDAQ","우량기업부","29950","-950","-3.07","30000","30600","29650","11455","342598600","349644176850","11674263"
"003960","사조대림","KOSPI",,"23700","-50","-0.21","23700","23850","23150","18858","443995100","217197867900","9164467"
"008040","사조동아원","KOSPI",,"1120","-5","-0.44","1135","1155","1075","3124851","3485839170","158081952000","141144600"
"007160","사조산업","KOSPI",,"40500","-600","-1.46","41100","41150","40050","7273","295972100","202500000000","5000000"
"014710","사조씨푸드","KOSPI",,"4670","-125","-2.61","4580","4780","4580","78875","368708055","80410595810","17218543"
"006090","사조오양","KOSPI",,"8010","-60","-0.74","7980","8020","7830","6752","53645890","75476139390","9422739"
"100090","삼강엠앤티","KOSDAQ","중견기업부","21250","-350","-1.62","21150","21750","21000","414075","8822629950","1131244005000","53235012"
"122350","삼기","KOSDAQ","중견기업부","3550","-385","-9.78","3900","3965","3520","3194663","11748272815","136104969400","38339428"
"014970","삼륭물산","KOSDAQ","중견기업부","4945","145","3.02","4655","4965","4590","33048","155341170","74793125000","15125000"
"018310","삼목에스폼","KOSDAQ","우량기업부","15250","950","6.64","14000","15250","13800","66555","974043250","224175000000","14700000"
"053700","삼보모터스","KOSDAQ","중견기업부","6020","150","2.56","5750","6230","5720","2470151","14885852670","113319853920","18823896"
"009620","삼보산업","KOSDAQ","중견기업부","1010","11","1.10","988","1020","977","289896","289645432","45708116610","45255561"
"023600","삼보판지","KOSDAQ","우량기업부","9160","-60","-0.65","9190","9220","8970","8616","78484280","148117200000","16170000"
"001470","삼부토건","KOSPI",,"1480","15","1.02","1440","1505","1435","1201848","1768303325","277756595000","187673375"
"006400","삼성SDI","KOSPI",,"546000","-20000","-3.53","564000","575000","544000","303802","167626464000","37545433380000","68764530"
"006405","삼성SDI우","KOSPI",,"271000","-4000","-1.45","269000","277000","268000","2521","682874500","438449816000","1617896"
"006660","삼성공조","KOSPI",,"10250","200","1.99","9650","10250","9650","19307","190945170","83294718500","8126314"
"380320","삼성머스트스팩5호","KOSDAQ","SPAC(소속부없음)","3835","-160","-4.01","3970","3980","3660","95402","361850035","18446350000","4810000"
"028260","삼성물산","KOSPI",,"103500","-2000","-1.90","105000","106000","103000","324756","33797815500","19342812883500","186887081"
"02826K","삼성물산우B","KOSPI",,"94600","-1000","-1.05","93600","95600","93600","1525","144652100","153954405000","1627425"
"207940","삼성바이오로직스","KOSPI",,"807000","-6000","-0.74","814000","826000","804000","75481","61377889000","57437418000000","71174000"
"032830","삼성생명","KOSPI",,"62400","-300","-0.48","63000","63400","61800","315421","19715549600","12480000000000","200000000"
"377630","삼성스팩4호","KOSDAQ","SPAC(소속부없음)","5770","-440","-7.09","5910","6120","5580","407911","2377669990","23195400000","4020000"
"425290","삼성스팩6호","KOSDAQ","SPAC(소속부없음)","3510","-640","-15.42","3575","3780","3505","1316033","4719470320","19375200000","5520000"
"018260","삼성에스디에스","KOSPI",,"115000","-2000","-1.71","116000","117500","114000","202137","23404607000","8898447000000","77377800"
"028050","삼성엔지니어링","KOSPI",,"22750","800","3.64","22100","23050","22000","1696625","38471409300","4459000000000","196000000"
"009150","삼성전기","KOSPI",,"112000","0","0.00","110000","113500","108500","799849","89000533500","8365693952000","74693696"
"009155","삼성전기우","KOSPI",,"59300","-700","-1.17","59300","60300","58200","8680","516408700","172384151200","2906984"
"005930","삼성전자","KOSPI",,"53100","500","0.95","52300","53600","51800","22472896","1185728080700","316995453405000","5969782550"
"005935","삼성전자우","KOSPI",,"46900","-500","-1.05","46750","48000","46300","1930507","90814933650","38593386230000","822886700"
"001360","삼성제약","KOSPI",,"2860","-40","-1.38","2795","2945","2795","131098","377041395","192083545940","67162079"
"010140","삼성중공업","KOSPI",,"5310","-30","-0.56","5310","5400","5260","3340519","17807153480","4672800000000","880000000"
"010145","삼성중공우","KOSPI",,"199000","13500","7.28","183000","220000","183000","1644","342138000","22854155000","114845"
"016360","삼성증권","KOSPI",,"30750","-400","-1.28","31100","31200","30700","303626","9380278100","2745975000000","89300000"
"068290","삼성출판사","KOSPI",,"20800","100","0.48","20500","21200","20150","34167","706532850","208000000000","10000000"
"029780","삼성카드","KOSPI",,"30200","-250","-0.82","30550","30550","30150","72874","2209996100","3498938508200","115858891"
"000810","삼성화재","KOSPI",,"184000","-4500","-2.39","184500","188500","184000","180827","33587911530","8716970008000","47374837"
"000815","삼성화재우","KOSPI",,"154500","0","0.00","152500","156500","152500","5717","883048500","493164000000","3192000"
"006110","삼아알미늄","KOSPI",,"22300","1200","5.69","21100","22550","20850","94303","2042528450","245300000000","11000000"
"009300","삼아제약","KOSDAQ","우량기업부","14750","0","0.00","14750","14800","14100","4914","70719150","93957500000","6370000"
"145990","삼양사","KOSPI",,"36700","1350","3.82","35000","37100","34700","39785","1451534050","378503578300","10313449"
"145995","삼양사우","KOSPI",,"30400","450","1.50","29300","30600","29300","51","1551750","11250128000","370070"
